summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,queue,date
f8q8ErRsWzIOHs_9GYudhQoekVPielK9r-o4XTNSJFCP,Rodin a Anta,335,I,169,140,False,False,False,False,challenger,14/03/2021
MvCzYh-pePx_C_MW5o1RiJm1EYZsL4X-l50PvqxL7PANuGA,MonoPykeManiaco,307,I,130,115,False,False,True,False,challenger,14/03/2021
p_FV7Vitu5uQhDWhSPRPLcVudEodOhj2c8HPTql-Od-DPCo,KUNEMI,339,I,90,75,False,False,True,False,challenger,14/03/2021
BJ2sMQnmsIg3UI6ZJMemzPVeSozbb1WxPCVQbIiTXeyF7Tc,sekaM,504,I,68,46,False,False,False,False,challenger,14/03/2021
S4gpTNp1NI7d_HJVg2RquW4qyz2tBjudwapJtvp9uNJWgg,elleres2,435,I,279,280,False,False,True,True,challenger,14/03/2021
tdFBmqIcPTOtb5Z5my3uHWv8GMJ55ZNFrdgMlMWSLZiX,Väyne,372,I,118,109,False,False,False,False,challenger,14/03/2021
u-LIscYT_0jyQWU79Q2TRnCvZiBThXvMqHRR2OTS5djSCUc,psychododgers,335,I,90,85,False,False,False,False,challenger,14/03/2021
4R0A1m1yN4jwFMhTEbZp1Mk0zdsbTWYilt41KqpM0kCO,April 27th,566,I,192,144,False,False,True,False,challenger,14/03/2021
vcHTignuJbfc2wBaPp9fhIwqoNKx7Iw4hq3kE9XokuiZ,Krastyel1,384,I,55,54,False,False,False,False,challenger,14/03/2021
fuG7ETp_-WS-CvPzBorvmn_xEbvlEhk7hRG53p0GQ4ySQ9E,Tengalos,388,I,54,49,False,False,True,False,challenger,14/03/2021
8g_SQnrSw0tPyqzQITIrYZj87yRikqD0XctZfC3CqK87cg,LrK           23,440,I,225,207,True,False,False,True,challenger,14/03/2021
2J5gzpSAFhzeNiIEsTtSKtsGMLur-m-xHNQG_ubFsl8rb5M,Catpoultr,584,I,254,234,True,False,False,False,challenger,14/03/2021
7pseeAQwnxjkYACxl6w2-eUVtpFpm4ScUSqNX6jGVwCshA,Shaco,566,I,75,48,False,False,False,False,challenger,14/03/2021
4C4RSDls8YqpDG6OwtxpEPkujprLCIO3BZrzaBUjoiuFQd8,CBN yazi,384,I,88,78,False,False,False,False,challenger,14/03/2021
Q8DW20S6LlTNZVjJ39Ni7goON3K6mIRtsPznEV1c_kpijKM,Ryu Min seok,566,I,124,106,False,False,True,False,challenger,14/03/2021
-KWhKQYh0TFOyfysqF1yUJraa-DT8dy5v8oXfypd4RIBcb-EoqQwBrxpiA,dyNNNNNNNNNNNNNN,501,I,66,59,False,False,False,False,challenger,14/03/2021
YRTFYaCLxBo9GiEs2lDRQGynsJ2HYla7tTFY3qsy0NlQGA,Tirano e Botando,632,I,133,113,False,False,True,False,challenger,14/03/2021
PFgdLStWI3ThYy3hj-P2bmXciWabSv8RbgmsFI8QLsxg,kTs ScheffeR FtW,339,I,97,78,False,False,True,False,challenger,14/03/2021
qpUUIjxa6pISDsMW5_roQMCKQEfEQCcsYk-d94IMBUq2cA,Yukyz,338,I,61,43,False,False,True,True,challenger,14/03/2021
qo7EBsILMZOzc5baKBhzx_Wsr7ZQGDcc9MzE5RX1i-Z5dw,Kennzy,484,I,156,141,False,False,True,False,challenger,14/03/2021
_pUEtD4P-AbbP5M9j9v30fonIo5S5htvD-GQl_l3r3XZUg,Molho Neles,526,I,130,118,False,False,False,False,challenger,14/03/2021
IY7JmEvYdIzkSOVJFfQqvK9-AF_VoyRIlilesCZL92V6Zg,Brunaldo,355,I,108,101,False,False,False,False,challenger,14/03/2021
TLi-c-y4ZxF5nen11WESM6tuK-odYXhNTYfubodNX-k_4G9MDTWUYVchgg,badtuno,340,I,40,31,False,False,True,True,challenger,14/03/2021
Uj9Ub61AT6zwXzqYuFxN5aW98Rbef7VVhViTOUHR8vtXKg,paiN tinownsx,408,I,126,121,False,False,False,False,challenger,14/03/2021
04Wp1V40v4CGt4iC0mk8PLHmqA2YZmNAJGkByF5EwpQkOg,wild Unicorn,497,I,63,45,False,False,False,False,challenger,14/03/2021
Ry9sorClQFkh2rnvH9CGUAsOdUFYrNRYPUB0JmUUvKOV9z0,Hiseki,400,I,69,44,False,False,False,False,challenger,14/03/2021
IXKMXw_vvusjpF82SQHwucb1Bi5kz73yj1KNQhQjSdjHOEY,MIGX DA FLORESTA,493,I,58,45,False,False,False,True,challenger,14/03/2021
SBD45gVh11TuHMWGfhstPIFgKxb6kjGQefVpJeuVI8uGqw,faithziN,532,I,178,162,False,False,False,False,challenger,14/03/2021
SBpUkSaTcVwSb_S2TV3S9lPatfJkuxkM3W4KKsOVyvEYGQ,Hynashi,407,I,353,338,False,False,True,False,challenger,14/03/2021
5S3sQjdOETePYz0epHhyA7qZwnZFuaecch2TzbmccBBVgyZfdlAQot5u9g,fghdlçffgjkl345,460,I,104,104,True,False,False,False,challenger,14/03/2021
B_ZwX6j1UQqTnpqVgisv1EgvtZermfaZr6eLYd529tVYphcn49x0ks-nvw,emerald kaizo,613,I,41,33,False,False,False,False,challenger,14/03/2021
010h1QnfbNzJ7E5tCAMtS_h7A9S9BtiCgtT4OIP3J2f_r5A,haku invading,444,I,86,61,False,False,False,True,challenger,14/03/2021
VoOrrmvNgAgQrjMx6R-UMRgvVGzBQ9k2HD2fWBMh7sDFzw,Cabun,336,I,141,111,False,False,False,False,challenger,14/03/2021
nltwDoabZGogVGkuLEPsRlojUVUcXv9SiZp_wXxE5Dswyw,uZent,464,I,147,127,False,False,False,False,challenger,14/03/2021
a8XdzYuZn5daRlOZv9R5rz24Gc_o5e_jgRXWKpL3QVRXVw,João Bigode,505,I,103,82,False,False,False,False,challenger,14/03/2021
3lpFcD7XgZFMTgHQd1V4ZNp0l4TzTEklJ0zdcbhFE70-FA,stankie,383,I,111,100,False,False,False,False,challenger,14/03/2021
PCY0A4yLvupZX2xr7b-yAgvVrG9cpoNWjD76-iOqv0KKiw,Mamba Mentality1,503,I,165,122,False,False,True,False,challenger,14/03/2021
BXtbHgxKL4mPmnbCFsFdlA-5-wGFaoUkKOU0vxlg-Rd-mw,é o sleepy ,573,I,147,118,False,False,False,False,challenger,14/03/2021
IqkpAovd7LNA4uwji-27WzFR5apQqvi_Wp3kmHhqe0Cg-w,itsok no problem,404,I,264,247,True,False,False,False,challenger,14/03/2021
BsJAekmjxKoTtYxsr49iKmCvW6Gj94e00Ce-oaKk6OHc,Shoiti,513,I,199,179,False,False,True,False,challenger,14/03/2021
PVLMJItDVqlbiq32Sf6ml8_g7p-YRmT33GBAEJGAjmqU_2c,Apenas SplitPush,397,I,255,243,True,False,False,False,challenger,14/03/2021
5vnNiTMF0L32W8YiwPS_DoOIgOCFfaZwilYAuG2Nex_a9K8,CbTV bgob1,492,I,76,65,False,False,False,False,challenger,14/03/2021
q7AnbosZJrWCnbE-4MLAxF_TIdTiOO99NZTKAWeP6f7fLqg,Sojourn,511,I,108,88,False,False,False,False,challenger,14/03/2021
yTk1Y4o16Kmxydonvgoj2t-I41ezO36NtZIdrWLKDqTvMw,Rayan1,337,I,76,55,False,False,True,False,challenger,14/03/2021
kR8JvBnHOO-p_IqLv5SiFCpJ0LGsLaj6MThbQ6ls9ha4gg,zed99999,567,I,94,83,False,False,False,False,challenger,14/03/2021
C8oWtdFKGmBOKJsDMRZxExVHROUNK-l5jbMVr9F_qhu9wek,FarCIaus,458,I,102,105,False,False,False,False,challenger,14/03/2021
GhmwAScTdcIdfiDOPedvQge0J5wOwWDCKiTqj4uHtvEMn6Q,serio,444,I,98,87,False,False,False,False,challenger,14/03/2021
CNJaTX6NjeuP-RGCKfKH5X3t_g7iLGmnrX-p1LOOh_g-,MeGUsTa Pønei,389,I,223,210,True,False,False,False,challenger,14/03/2021
w8pMV2nA1oogfSB2Flzjw_eOOaMqeGhWY-1a4zls5UFU5to,JHud,598,I,237,225,False,False,True,False,challenger,14/03/2021
RhTQtaP_vgHj_i6u4YZP9vmNjjf9VdGEa_oyDbJKCEHyQxfmmO8nLtSZTg,Eu Sou a Aurora ,414,I,330,321,True,False,False,False,challenger,14/03/2021
S3jeu25uiWF855ub1rEqTTfOeema7iKw5SYWFTCaKSS0Bg,Tw SouGagagolol,524,I,65,42,False,False,False,False,challenger,14/03/2021
UCB8vsJ0CXkL1pCBIhB-qVBDzPmkJtgcr9b_2rBNv0V8NCvowJ_jka51wg,go step by step,611,I,73,66,False,False,False,False,challenger,14/03/2021
neNeUQQxYn3-ijweSZLql4rahu0rACX2AYNkY2hEq5Dz_g,Estilo,336,I,149,136,False,False,False,False,challenger,14/03/2021
k_mSjxE0NfnPWua-j41TplqcIIykFV0b56M6OzjKiJuxOXU,pure,329,I,36,34,False,False,True,False,challenger,14/03/2021
d3rvMCpO95wYTIo1BKlUVrecq9siv6dVe7d8L6eVEX_ekg,FRNC Theseus,429,I,164,156,False,False,True,False,challenger,14/03/2021
fJhz4vPX-MlrKB6Q5y_Rl4Z-UHkI_JINnQLlJiJwu-Aa,Elicit,399,I,78,68,False,False,False,False,challenger,14/03/2021
DBOynSlZhj9dOlQwciuRF0tkU-CcY9CbxcC5rh1BvjKu-X4,rainsshow,409,I,155,113,False,False,False,True,challenger,14/03/2021
ygQfTA87bp5wrhk5epMUdh3g9sGSOARxOJbJvuv8kvx0q7E,Derek tsc,420,I,197,181,False,False,True,False,challenger,14/03/2021
OCeiPaPnsDZDBeWC8dPNXPBrmKhydOBkAYRRUwopxevFeMk,Mayakuza,630,I,183,167,False,False,False,False,challenger,14/03/2021
HV2VbT8OcxUYzpnc6uDMgLhtmW695DQRb92bjBoN57oDNdo,Die trying,471,I,121,105,False,False,True,False,challenger,14/03/2021
eCSyV73K1k_stvyrVPLGDIXHseNCQS87Hp-LtgfvqWD8tmT5SSmTxNzf6A,how pathetic,345,I,55,40,False,False,False,False,challenger,14/03/2021
0DDuNIp6XNzSxHcsr16Ri9ypI7uue-Kd5w6vWjuWLxWg,vTi,569,I,63,41,False,False,False,False,challenger,14/03/2021
q7F3nnYbffKge-HQSr5fXvy46HdjHM9OcDgZFqiECuWFd9A,Astõlfo,516,I,70,54,False,False,False,False,challenger,14/03/2021
FWIh2JUfUFLpT6u701LZ4dxcI97JHSWBiiqy0B0yU57tWsA,Tar2an,609,I,72,56,False,False,False,False,challenger,14/03/2021
xlLBwSpCo2omOnZ1KG3cMZJRHqQl8f5kTn1ZF23Od8bs2g,Griba,535,I,103,91,True,False,False,False,challenger,14/03/2021
-A2SIDC7zT_Sxl0Mi6TA_RnXTCFeJCRdlCLZ1B2jfEWhw2c,Däeneryszz,527,I,96,81,False,False,False,False,challenger,14/03/2021
z6pRHmj_wINsh6y9e0Bk_jhtqqmcZvWXGs403kRTTDzA2A,iqowdjqwdoiqwd,404,I,215,179,False,False,True,False,challenger,14/03/2021
Sab2uTCbLPUEnG4BFFMscUuLNOaHDZoejpmZ5Puq3Sup_cE,Luxanna do ban,335,I,48,42,False,False,True,False,challenger,14/03/2021
FVakPHN8R6wMzkzPLUjY3Tofr79Ofasjc_0OYFvT9t1dhQ,Jesuszzs,656,I,146,122,False,False,True,True,challenger,14/03/2021
